,insurance_price,registration_year,model,type,gearbox,power,mileage,fuel,brand,damage,price
25492,160.0,1996,passat,limousine,manual,90,150000,,volkswagen,0.0,1638
57224,130.0,2002,omega,limousine,auto,144,150000,gasoline,opel,0.0,2912
7287,,2,golf,limousine,manual,75,150000,gasoline,volkswagen,0.0,1820
81063,280.0,2003,touran,bus,manual,105,150000,diesel,volkswagen,,4095
18475,70.0,2000,passat,,manual,125,150000,gasoline,volkswagen,,1274
2280,60.0,2002,corsa,small car,manual,75,150000,diesel,opel,1.0,1228
59466,210.0,1999,ibiza,small car,manual,60,150000,gasoline,seat,0.0,1501
98936,,5,3_reihe,station wagon,manual,136,125000,diesel,peugeot,0.0,4413
76133,140.0,1999,3er,coupé,manual,193,150000,gasoline,bmw,0.0,3903
66268,,2000,a4,station wagon,manual,116,150000,diesel,audi,1.0,455
74786,,2016,golf,,manual,115,150000,gasoline,volkswagen,,1092
92321,960.0,2014,vito,bus,auto,136,150000,diesel,mercedes_benz,0.0,15743
59390,1920.0,2014,a3,limousine,manual,150,20000,diesel,audi,0.0,27299
77330,630.0,2004,e_klasse,station wagon,auto,204,150000,diesel,mercedes_benz,0.0,8644
91831,100.0,2002,3er,limousine,manual,116,150000,gasoline,bmw,1.0,1365
42965,,8,3er,convertible,auto,306,150000,gasoline,bmw,0.0,17745
60349,580.0,2006,touran,bus,auto,140,150000,diesel,volkswagen,0.0,7280
13309,340.0,2006,a_klasse,limousine,auto,116,5000,gasoline,mercedes_benz,0.0,7689
22427,1030.0,2011,a1,small car,manual,105,150000,diesel,audi,1.0,8008
58974,220.0,2002,a4,station wagon,manual,131,150000,diesel,audi,0.0,2639
88080,30.0,2016,3er,,manual,0,150000,gasoline,bmw,,728
32911,140.0,2004,sharan,bus,manual,0,150000,diesel,volkswagen,,2821
78221,250.0,2007,astra,convertible,manual,150,150000,diesel,opel,0.0,5005
35263,320.0,2001,a4,limousine,manual,131,150000,gasoline,audi,0.0,4277
34772,1400.0,2014,mondeo,station wagon,manual,200,30000,diesel,ford,0.0,14378
76380,40.0,1994,c_klasse,limousine,manual,122,150000,gasoline,mercedes_benz,0.0,1092
2674,320.0,2010,1er,limousine,manual,143,50000,gasoline,bmw,0.0,11375
18132,690.0,2009,cc,coupé,auto,170,150000,diesel,volkswagen,0.0,13422
55064,80.0,2003,lupo,small car,manual,60,150000,gasoline,volkswagen,0.0,819
72829,770.0,2005,e_klasse,station wagon,auto,177,125000,diesel,mercedes_benz,0.0,9919
48489,310.0,2002,c_klasse,station wagon,auto,143,150000,diesel,mercedes_benz,0.0,5086
62829,1840.0,2013,3er,station wagon,auto,258,125000,diesel,bmw,0.0,26572
21239,990.0,2009,touran,bus,manual,102,90000,gasoline,volkswagen,0.0,10010
68233,110.0,2004,focus,limousine,manual,101,150000,diesel,ford,0.0,2366
90224,200.0,2006,zafira,bus,manual,120,150000,diesel,opel,0.0,4231
14309,90.0,2003,primera,limousine,manual,139,150000,diesel,nissan,0.0,1365
55170,,2000,cuore,small car,auto,58,70000,gasoline,daihatsu,0.0,455
93993,860.0,2014,a1,small car,manual,86,20000,gasoline,audi,0.0,13559
86496,180.0,2007,meriva,bus,,105,150000,gasoline,opel,0.0,3639
33554,350.0,2005,x_reihe,,auto,192,125000,gasoline,bmw,0.0,9090
59650,260.0,2001,,limousine,manual,116,150000,diesel,mercedes_benz,,3003
92800,140.0,2002,clio,small car,manual,75,150000,gasoline,renault,1.0,728
25254,550.0,2006,passat,station wagon,manual,170,150000,,volkswagen,0.0,7552
7465,,0,a2,small car,manual,75,150000,gasoline,audi,0.0,2275
27945,240.0,2007,ceed,limousine,manual,109,125000,gasoline,kia,0.0,4404
40627,80.0,1998,polo,small car,manual,60,150000,gasoline,volkswagen,0.0,1000
19232,160.0,1999,focus,small car,manual,103,150000,gasoline,ford,,728
53967,30.0,2016,golf,,manual,55,150000,gasoline,volkswagen,0.0,2730
71172,,2016,astra,,manual,103,150000,,opel,0.0,2593
23352,40.0,1996,golf,limousine,auto,75,70000,gasoline,volkswagen,0.0,819
99751,,4,corsa,small car,manual,44,150000,gasoline,opel,,1683
16457,810.0,2013,berlingo,bus,manual,120,30000,gasoline,citroen,0.0,11375
18609,,2016,passat,,manual,101,150000,diesel,volkswagen,0.0,3548
43225,220.0,2002,micra,small car,,0,150000,gasoline,nissan,,1547
51648,190.0,2010,astra,station wagon,manual,110,150000,diesel,opel,0.0,3731
75185,60.0,1995,transporter,bus,manual,77,150000,diesel,volkswagen,0.0,1729
3900,280.0,2003,e_klasse,station wagon,auto,177,150000,diesel,mercedes_benz,0.0,3822
22536,230.0,2003,3er,station wagon,manual,192,150000,gasoline,bmw,0.0,4459
6153,80.0,2000,golf,limousine,manual,105,150000,gasoline,volkswagen,0.0,1319
219,130.0,1997,megane,convertible,manual,66,150000,gasoline,renault,1.0,819
67846,390.0,2000,a8,limousine,auto,228,150000,gasoline,audi,1.0,2275
81528,310.0,2004,5er,station wagon,auto,218,150000,diesel,bmw,,5733
78195,210.0,2001,clio,small car,manual,75,150000,gasoline,renault,0.0,1592
54389,400.0,2002,e_klasse,limousine,auto,204,150000,diesel,mercedes_benz,,4823
76626,,1997,polo,small car,manual,50,150000,gasoline,volkswagen,,500
4554,1090.0,1974,andere,limousine,manual,86,150000,gasoline,bmw,,10829
1314,860.0,2011,golf,limousine,manual,211,80000,gasoline,volkswagen,0.0,13513
80022,570.0,2007,cooper,small car,manual,120,100000,gasoline,mini,0.0,7371
8316,,1997,twingo,small car,auto,55,150000,gasoline,renault,,455
96056,190.0,2000,twingo,small car,manual,58,125000,gasoline,renault,0.0,1992
69323,70.0,2005,,station wagon,manual,109,125000,gasoline,peugeot,0.0,3458
54914,370.0,2005,a4,station wagon,manual,204,150000,diesel,audi,0.0,5278
74482,,2016,micra,,manual,0,150000,,nissan,0.0,727
82978,310.0,2006,andere,limousine,manual,250,150000,gasoline,saab,0.0,7098
43706,70.0,1992,polo,small car,manual,45,150000,gasoline,volkswagen,,728
29716,390.0,2008,,coupé,manual,115,20000,,opel,0.0,6369
71318,480.0,2010,cooper,convertible,manual,122,40000,gasoline,mini,0.0,9964
23855,480.0,2010,vito,other,manual,95,50000,diesel,mercedes_benz,,8827
93077,90.0,2000,galant,,manual,150,150000,,mitsubishi,,637
22887,70.0,1998,c_klasse,limousine,auto,121,150000,gasoline,mercedes_benz,1.0,1182
3767,180.0,2006,fabia,station wagon,manual,70,150000,diesel,skoda,0.0,2720
88810,320.0,2008,golf,bus,manual,122,90000,gasoline,volkswagen,0.0,8372
51484,140.0,2007,berlingo,bus,manual,75,150000,diesel,citroen,0.0,2138
88923,20.0,1994,corsa,small car,manual,45,125000,gasoline,opel,0.0,773
22710,120.0,2002,polo,small car,manual,50,100000,gasoline,volkswagen,0.0,1728
41478,50.0,1998,corsa,small car,manual,55,150000,gasoline,opel,0.0,591
61254,100.0,1999,astra,limousine,manual,84,150000,gasoline,opel,,991
57256,110.0,1999,polo,small car,manual,60,30000,gasoline,volkswagen,0.0,1774
36917,100.0,2004,andere,station wagon,auto,140,150000,gasoline,citroen,1.0,864
99861,250.0,2008,3_reihe,limousine,manual,120,90000,gasoline,peugeot,0.0,4504
86375,200.0,2004,lupo,small car,manual,60,150000,gasoline,volkswagen,0.0,2902
17295,50.0,2001,punto,small car,manual,60,125000,gasoline,fiat,0.0,1092
44710,770.0,2005,c_klasse,station wagon,manual,143,90000,gasoline,mercedes_benz,0.0,8872
18927,370.0,2002,e_klasse,limousine,manual,150,150000,diesel,mercedes_benz,0.0,4095
86384,60.0,1998,3_reihe,small car,manual,74,150000,gasoline,mazda,0.0,1091
53318,640.0,2012,s60,limousine,manual,114,100000,diesel,volvo,0.0,11830
50823,360.0,2003,5er,limousine,manual,218,150000,diesel,bmw,0.0,3003
15084,50.0,2002,corsa,small car,manual,58,150000,gasoline,opel,0.0,637
69611,990.0,2010,golf,limousine,manual,140,125000,diesel,volkswagen,0.0,11829
35933,210.0,2008,c1,small car,manual,68,70000,gasoline,citroen,0.0,3822
59679,,1996,polo,small car,manual,60,150000,gasoline,volkswagen,0.0,455
43535,440.0,2011,,small car,manual,60,60000,gasoline,volkswagen,0.0,6916
70996,450.0,2011,golf,station wagon,manual,105,150000,diesel,volkswagen,0.0,8189
80524,200.0,1998,voyager,station wagon,manual,0,150000,gasoline,chrysler,0.0,1501
60866,90.0,2001,a_klasse,small car,auto,125,150000,gasoline,mercedes_benz,1.0,991
37019,,99,v_klasse,bus,manual,122,150000,,mercedes_benz,,2184
78047,310.0,2006,polo,small car,manual,75,60000,gasoline,volkswagen,,4004
60248,110.0,1990,andere,convertible,manual,99,150000,gasoline,bmw,0.0,2002
81351,6200.0,1991,911,convertible,manual,250,150000,gasoline,porsche,0.0,63245
54020,300.0,2006,touran,bus,manual,140,150000,,volkswagen,0.0,5460
4265,50.0,2000,astra,station wagon,manual,75,150000,gasoline,opel,0.0,1819
64211,160.0,1970,golf,small car,,0,10000,,volkswagen,0.0,1364
36187,,3,3er,station wagon,manual,150,150000,diesel,bmw,0.0,3321
58410,4470.0,2010,911,coupé,manual,480,60000,gasoline,porsche,0.0,75075
49352,120.0,2000,3er,limousine,manual,105,150000,gasoline,bmw,0.0,3367
29210,270.0,2000,a3,limousine,manual,90,150000,diesel,audi,1.0,1547
12229,140.0,2004,a6,station wagon,manual,131,150000,diesel,audi,0.0,2366
15792,,2,ibiza,small car,manual,101,125000,gasoline,seat,0.0,2729
78866,290.0,2005,meriva,bus,manual,101,125000,gasoline,opel,0.0,2502
43357,1060.0,2009,e_klasse,coupé,auto,231,125000,diesel,mercedes_benz,0.0,18109
27652,220.0,1984,,small car,manual,165,150000,gasoline,opel,0.0,3639
23813,1740.0,2010,q5,,auto,239,125000,diesel,audi,0.0,23641
94632,130.0,1999,golf,small car,manual,90,150000,diesel,volkswagen,0.0,2366
93932,260.0,2000,a2,small car,manual,75,150000,gasoline,audi,0.0,2912
67614,450.0,2006,vectra,station wagon,auto,184,150000,diesel,opel,0.0,4641
54150,520.0,2009,qashqai,,auto,141,40000,gasoline,nissan,0.0,13094
89551,60.0,1997,golf,small car,manual,75,150000,gasoline,volkswagen,0.0,864
6549,,2016,850,,manual,145,150000,gasoline,volvo,,910
97079,430.0,2010,ibiza,small car,manual,80,125000,diesel,seat,0.0,4550
13064,70.0,1993,golf,small car,auto,75,150000,gasoline,volkswagen,,819
7262,110.0,1996,e_klasse,limousine,auto,0,150000,liquefied petroleum gas,mercedes_benz,,1729
29330,320.0,2011,a4,station wagon,auto,143,5000,diesel,audi,0.0,10010
98962,70.0,1999,astra,,manual,0,150000,gasoline,opel,0.0,1364
18868,60.0,1998,ibiza,small car,manual,50,150000,gasoline,seat,0.0,591
86622,50.0,2002,carnival,bus,manual,144,150000,,kia,,1092
41381,440.0,2007,jetta,limousine,auto,140,125000,diesel,volkswagen,0.0,7188
39228,160.0,2012,ka,small car,manual,69,30000,gasoline,ford,0.0,4813
61805,560.0,2014,duster,,manual,105,50000,gasoline,dacia,0.0,11830
52380,560.0,2008,1er,limousine,manual,122,100000,gasoline,bmw,0.0,7160
46328,290.0,2000,zafira,bus,auto,125,150000,gasoline,opel,0.0,2083
99638,350.0,2006,leon,limousine,manual,105,125000,diesel,seat,0.0,5186
36611,130.0,2005,147,limousine,manual,120,100000,gasoline,alfa_romeo,0.0,3639
58735,70.0,1999,arosa,small car,manual,50,70000,gasoline,seat,0.0,1264
43245,590.0,2007,caddy,bus,manual,75,100000,gasoline,volkswagen,0.0,8190
71379,580.0,2010,a6,limousine,auto,170,150000,diesel,audi,0.0,14459
48097,540.0,2005,,convertible,manual,112,70000,gasoline,bmw,0.0,8372
7877,380.0,2005,slk,convertible,auto,272,90000,gasoline,mercedes_benz,0.0,13604
66765,270.0,2007,astra,limousine,manual,90,150000,gasoline,opel,0.0,4550
52410,100.0,1997,passat,station wagon,manual,126,150000,gasoline,volkswagen,1.0,1911
94156,,2016,golf,,auto,105,40000,diesel,volkswagen,,10374
67626,570.0,2007,aveo,limousine,manual,94,90000,gasoline,chevrolet,0.0,4095
66568,1660.0,2009,andere,coupé,manual,330,60000,gasoline,nissan,0.0,21840
98096,380.0,2006,2_reihe,convertible,manual,109,125000,diesel,peugeot,0.0,3640
81904,480.0,2003,3er,limousine,manual,116,150000,gasoline,bmw,1.0,2548
2530,80.0,1993,golf,limousine,manual,60,150000,gasoline,volkswagen,0.0,591
2782,120.0,1999,,station wagon,manual,0,150000,,audi,,1547
70625,160.0,1996,c_klasse,limousine,manual,0,150000,gasoline,mercedes_benz,0.0,1547
9428,620.0,2013,cooper,small car,manual,184,30000,gasoline,mini,0.0,17108
47335,720.0,2005,5_reihe,bus,manual,145,150000,gasoline,mazda,0.0,6825
29256,80.0,2001,punto,small car,manual,60,150000,gasoline,fiat,,591
11894,890.0,2005,3er,limousine,manual,150,150000,liquefied petroleum gas,bmw,0.0,6815
40286,570.0,2002,m_klasse,,auto,250,150000,diesel,mercedes_benz,0.0,6734
3150,70.0,2004,twingo,small car,manual,75,125000,,renault,,1364
21865,260.0,2005,touran,bus,manual,140,150000,diesel,volkswagen,0.0,6097
52916,150.0,2003,,convertible,manual,109,150000,gasoline,peugeot,0.0,2184
43901,70.0,2001,vectra,station wagon,manual,170,80000,,opel,,819
45789,870.0,2013,a3,station wagon,manual,140,125000,diesel,audi,0.0,13559
81593,,2004,carnival,bus,manual,144,150000,diesel,kia,1.0,455
5487,130.0,2006,clio,limousine,manual,75,150000,gasoline,renault,0.0,1729
84307,,8,e_klasse,station wagon,auto,224,150000,diesel,mercedes_benz,0.0,11820
26952,100.0,2003,a4,station wagon,manual,131,150000,diesel,audi,1.0,3458
39914,110.0,2000,fortwo,small car,,61,100000,gasoline,smart,1.0,909
87066,200.0,2003,focus,limousine,manual,101,150000,gasoline,ford,0.0,2548
64977,,8,4_reihe,limousine,manual,109,150000,diesel,peugeot,0.0,4550
98597,110.0,2009,andere,small car,manual,60,80000,gasoline,fiat,0.0,3458
78098,170.0,2006,logan,limousine,manual,87,90000,gasoline,dacia,0.0,2265
93409,3460.0,1991,,coupé,manual,300,30000,gasoline,sonstige_autos,0.0,54509
70564,1270.0,2008,clk,coupé,auto,184,125000,gasoline,mercedes_benz,0.0,14378
56371,280.0,2005,polo,small car,manual,64,125000,gasoline,volkswagen,0.0,3412
1817,100.0,2005,fiesta,,,60,80000,gasoline,ford,,3003
69968,130.0,2006,andere,limousine,manual,121,150000,liquefied petroleum gas,chevrolet,0.0,1820
11506,620.0,2012,andere,station wagon,manual,112,125000,diesel,peugeot,0.0,8372
91221,240.0,2006,astra,limousine,manual,105,150000,gasoline,opel,0.0,4095
9503,,6,e_klasse,station wagon,auto,163,150000,diesel,mercedes_benz,0.0,8053
22891,1270.0,2014,transporter,bus,manual,114,100000,diesel,volkswagen,0.0,31850
52000,2900.0,2015,andere,bus,manual,131,10000,diesel,citroen,0.0,35388
98164,140.0,2001,andere,limousine,manual,85,150000,gasoline,mazda,0.0,1820
9740,1220.0,2011,andere,coupé,manual,432,20000,gasoline,chevrolet,0.0,28210
59431,400.0,2008,civic,limousine,manual,83,50000,gasoline,honda,0.0,5869
12654,50.0,1996,3er,limousine,manual,102,150000,gasoline,bmw,0.0,681
51656,570.0,2012,c4,limousine,auto,111,125000,diesel,citroen,,9536
49298,,96,1_reihe,small car,manual,45,150000,,peugeot,0.0,808
58015,50.0,2016,c_klasse,,manual,109,150000,,mercedes_benz,1.0,1365
70676,90.0,1993,transporter,bus,,0,150000,diesel,volkswagen,,546
80267,300.0,1989,andere,limousine,auto,87,150000,gasoline,mercedes_benz,0.0,2547
71063,60.0,2005,corsa,small car,manual,80,125000,gasoline,opel,0.0,1365
25456,120.0,2003,andere,convertible,manual,95,80000,gasoline,ford,0.0,2957
46709,50.0,1999,golf,limousine,,0,150000,,volkswagen,0.0,1328
46122,40.0,2002,147,limousine,manual,120,150000,gasoline,alfa_romeo,0.0,1365
82931,90.0,2003,passat,station wagon,manual,200,150000,diesel,volkswagen,0.0,1820
29773,170.0,1994,,other,manual,0,150000,,bmw,0.0,1774
36983,1200.0,2010,m_klasse,,auto,231,150000,diesel,mercedes_benz,0.0,18882
8303,110.0,2003,polo,small car,manual,0,150000,gasoline,volkswagen,1.0,1046
8531,,8,a6,station wagon,manual,140,150000,diesel,audi,0.0,7270
70973,1470.0,2013,kuga,,manual,150,20000,gasoline,ford,0.0,17826
53410,,2,vectra,limousine,manual,147,150000,gasoline,opel,0.0,3003
33968,510.0,2006,a4,station wagon,manual,140,150000,diesel,audi,0.0,8088
36617,70.0,2002,megane,limousine,manual,0,150000,diesel,renault,,728
61137,50.0,2002,ka,small car,manual,60,150000,gasoline,ford,0.0,590
55023,,2016,,,manual,150,150000,gasoline,bmw,0.0,1819
29793,,98,andere,coupé,manual,155,150000,gasoline,alfa_romeo,0.0,1638
89787,260.0,2008,a4,limousine,manual,143,150000,diesel,audi,0.0,7826
47543,1100.0,2011,glk,,auto,170,70000,diesel,mercedes_benz,0.0,20642
70064,520.0,2006,passat,limousine,manual,140,150000,diesel,volkswagen,0.0,7643
80993,,1990,golf,,,0,150000,,volkswagen,,455
14390,,11,5er,limousine,auto,245,90000,diesel,bmw,0.0,28073
94747,290.0,2009,fortwo,convertible,auto,72,70000,gasoline,smart,0.0,4504
90566,130.0,2000,,,,0,150000,gasoline,volkswagen,,1638
26198,380.0,2010,mondeo,limousine,manual,145,125000,gasoline,ford,,7270
12327,720.0,2008,golf,bus,auto,105,80000,diesel,volkswagen,0.0,8372
53655,,2016,b_klasse,,auto,116,100000,gasoline,mercedes_benz,0.0,7917
62156,40.0,2003,astra,station wagon,manual,101,150000,diesel,opel,,1319
53969,200.0,2003,golf,limousine,manual,105,150000,gasoline,volkswagen,0.0,2548
40836,90.0,2006,focus,limousine,manual,116,150000,diesel,ford,0.0,5460
68549,770.0,2008,polo,small car,manual,179,150000,gasoline,volkswagen,0.0,7461
31795,480.0,2007,a4,convertible,manual,190,125000,gasoline,audi,1.0,5369
89341,150.0,1999,golf,limousine,manual,75,125000,gasoline,volkswagen,,1820
77784,1070.0,2001,911,coupé,manual,300,100000,gasoline,porsche,0.0,14833
50532,180.0,2000,c_klasse,limousine,manual,163,150000,gasoline,mercedes_benz,0.0,3276
67479,,2016,cooper,,manual,115,125000,gasoline,mini,0.0,4504
21279,60.0,1999,astra,limousine,manual,101,150000,gasoline,opel,0.0,910
80136,560.0,2005,leon,limousine,manual,224,70000,gasoline,seat,0.0,8098
71514,1350.0,2013,andere,limousine,auto,313,60000,diesel,audi,0.0,43679
45051,1140.0,2008,c_klasse,limousine,auto,224,150000,diesel,mercedes_benz,0.0,14560
52990,140.0,2004,zafira,bus,manual,125,150000,gasoline,opel,,2047
60089,,1999,corsa,small car,manual,54,150000,gasoline,opel,0.0,500
56914,70.0,2004,punto,small car,manual,0,150000,gasoline,fiat,1.0,591
20981,,4,touran,bus,auto,105,150000,diesel,volkswagen,0.0,5005
34960,230.0,2006,1_reihe,station wagon,manual,88,125000,gasoline,peugeot,0.0,3412
8481,90.0,1994,3er,limousine,manual,102,150000,gasoline,bmw,,891
84534,590.0,2003,c_klasse,limousine,manual,116,100000,diesel,mercedes_benz,0.0,6734
56573,,8,4_reihe,limousine,manual,136,125000,diesel,peugeot,1.0,7280
97772,270.0,2003,passat,station wagon,auto,150,150000,gasoline,volkswagen,1.0,2729
87202,310.0,2012,ka,small car,manual,69,40000,gasoline,ford,0.0,5551
62875,,5,3_reihe,limousine,manual,105,100000,gasoline,mazda,0.0,4094
75999,250.0,2003,a3,limousine,manual,101,150000,diesel,audi,0.0,2684
22292,400.0,2012,focus,station wagon,manual,116,125000,diesel,ford,0.0,6825
92402,1120.0,2015,3_reihe,limousine,manual,120,20000,gasoline,mazda,0.0,15925
88778,110.0,2005,twingo,small car,manual,75,150000,gasoline,renault,,1455
36560,60.0,2003,zafira,bus,manual,101,150000,gasoline,opel,0.0,1274
58213,60.0,1990,golf,small car,,107,150000,gasoline,volkswagen,0.0,637
80041,340.0,2013,i_reihe,small car,manual,86,30000,gasoline,hyundai,0.0,6815
83726,960.0,2009,tiguan,,manual,150,40000,gasoline,volkswagen,0.0,10919
57628,140.0,2002,laguna,limousine,manual,140,125000,gasoline,renault,0.0,2229
50114,920.0,2006,transporter,bus,auto,131,70000,,volkswagen,0.0,16380
16113,280.0,2010,polo,small car,manual,60,60000,gasoline,volkswagen,0.0,7098
71551,340.0,2009,andere,bus,manual,170,150000,diesel,hyundai,0.0,7280
29414,600.0,2009,3er,station wagon,manual,177,125000,diesel,bmw,0.0,11466
63170,420.0,2006,,station wagon,manual,150,150000,diesel,mercedes_benz,0.0,5005
77801,,98,a4,limousine,manual,101,150000,gasoline,audi,0.0,1046
37029,60.0,1997,corsa,small car,manual,45,150000,gasoline,opel,0.0,909
81246,880.0,2009,5er,limousine,auto,0,125000,diesel,bmw,,13913
25681,760.0,2004,clk,coupé,auto,0,150000,gasoline,mercedes_benz,,7052
93562,1190.0,2011,a8,limousine,auto,250,150000,diesel,audi,0.0,25025
82342,100.0,2003,mondeo,station wagon,manual,131,150000,diesel,ford,,1592
57713,,99,colt,limousine,manual,75,150000,gasoline,mitsubishi,0.0,773
34918,120.0,2002,156,station wagon,manual,150,150000,diesel,alfa_romeo,0.0,1810
84646,10.0,2016,a_klasse,,manual,101,150000,gasoline,mercedes_benz,,637
66852,,95,5er,limousine,manual,170,150000,gasoline,bmw,0.0,2730
78668,70.0,1991,calibra,coupé,manual,115,150000,gasoline,opel,,636
31443,90.0,2005,andere,bus,manual,121,150000,gasoline,chevrolet,0.0,1729
98735,230.0,2008,3_reihe,station wagon,manual,0,150000,gasoline,peugeot,0.0,3175
77220,480.0,2008,3er,coupé,manual,177,150000,diesel,bmw,0.0,15743
12052,80.0,1996,900,convertible,auto,150,150000,gasoline,saab,,900
91538,,2016,vectra,,,0,150000,gasoline,opel,,2912
97980,380.0,2000,5er,limousine,manual,0,150000,gasoline,bmw,,3640
25780,280.0,2000,c_klasse,limousine,manual,170,150000,liquefied petroleum gas,mercedes_benz,,3503
46727,1010.0,2015,focus,station wagon,manual,125,20000,gasoline,ford,,15915
91901,670.0,2010,leon,limousine,manual,125,80000,gasoline,seat,0.0,8645
84727,80.0,1994,c_klasse,limousine,auto,122,150000,gasoline,mercedes_benz,0.0,1183
33297,160.0,2004,passat,station wagon,auto,163,150000,diesel,volkswagen,1.0,2275
54591,100.0,2011,fortwo,coupé,auto,71,50000,gasoline,smart,,5450
2224,,15,q3,limousine,auto,184,20000,diesel,audi,0.0,36172
23717,,2016,polo,,manual,75,150000,liquefied petroleum gas,volkswagen,,3913
77045,1020.0,2011,3er,station wagon,auto,184,90000,diesel,bmw,0.0,17098
13115,100.0,2001,a4,limousine,auto,131,150000,gasoline,audi,0.0,2184
65789,140.0,2004,golf,limousine,manual,116,150000,gasoline,volkswagen,0.0,3640
77096,1770.0,2012,megane,coupé,manual,160,90000,diesel,renault,0.0,13649
14016,,96,transporter,bus,manual,77,150000,diesel,volkswagen,0.0,13649
89557,340.0,2006,3_reihe,station wagon,manual,109,150000,gasoline,peugeot,0.0,3639
72327,1070.0,2009,xc_reihe,,auto,205,150000,diesel,volvo,0.0,15096
91078,,2001,focus,station wagon,manual,100,150000,gasoline,ford,,455
50325,530.0,2004,m_klasse,,auto,163,150000,diesel,mercedes_benz,0.0,5915
60557,590.0,2009,scirocco,coupé,manual,122,125000,gasoline,volkswagen,0.0,10010
65823,210.0,1999,golf,limousine,,101,125000,gasoline,volkswagen,0.0,2002
12954,30.0,2016,clio,,manual,75,150000,gasoline,renault,0.0,1724
34999,60.0,2002,twingo,small car,manual,58,150000,gasoline,renault,0.0,1592
4862,910.0,2013,ceed,station wagon,manual,135,40000,gasoline,kia,0.0,12012
77036,80.0,2001,focus,station wagon,manual,75,150000,gasoline,ford,0.0,819
63203,60.0,1995,3er,station wagon,auto,150,150000,gasoline,bmw,0.0,728
57607,70.0,1997,corsa,small car,manual,54,150000,gasoline,opel,0.0,591
5515,,96,golf,coupé,manual,110,150000,diesel,volkswagen,1.0,682
99954,90.0,2001,focus,small car,manual,75,150000,gasoline,ford,1.0,682
85933,60.0,2003,fortwo,small car,,41,150000,diesel,smart,0.0,1092
29882,560.0,2003,cayenne,,auto,340,20000,liquefied petroleum gas,porsche,0.0,13195
96937,60.0,1990,civic,small car,manual,63,80000,gasoline,honda,0.0,591
48136,,94,andere,limousine,manual,107,150000,gasoline,toyota,0.0,910
79584,110.0,2007,colt,limousine,manual,95,150000,diesel,mitsubishi,0.0,2993
35134,1550.0,2013,3er,station wagon,auto,184,40000,diesel,bmw,0.0,25025
92089,,1997,polo,small car,manual,75,150000,gasoline,volkswagen,,455
82205,,99,5er,station wagon,manual,0,150000,gasoline,bmw,,819
14226,,1,5er,limousine,auto,192,150000,gasoline,bmw,0.0,1628
56080,170.0,2000,focus,limousine,manual,101,150000,gasoline,ford,0.0,2275
59348,560.0,2006,c_klasse,station wagon,auto,231,150000,gasoline,mercedes_benz,0.0,8189
14325,60.0,2003,focus,station wagon,manual,101,150000,diesel,ford,0.0,546
20895,820.0,2006,5er,station wagon,auto,231,150000,diesel,bmw,0.0,7598
24046,130.0,2004,3er,limousine,,0,150000,diesel,bmw,0.0,2093
58494,70.0,1997,omega,limousine,manual,136,150000,gasoline,opel,0.0,1365
95213,500.0,2004,golf,limousine,manual,90,150000,gasoline,volkswagen,0.0,3958
40235,,2016,scenic,,,107,150000,gasoline,renault,0.0,1683
56923,140.0,2003,3er,limousine,auto,192,150000,gasoline,bmw,0.0,5005
13691,,2016,,,manual,150,40000,gasoline,sonstige_autos,0.0,6279
54255,600.0,2009,a4,station wagon,auto,190,150000,diesel,audi,0.0,10009
16228,1100.0,2008,x_reihe,limousine,auto,235,150000,diesel,bmw,0.0,14105
98121,60.0,2003,clio,small car,manual,65,150000,diesel,renault,0.0,818
57757,210.0,2003,meriva,bus,manual,87,150000,gasoline,opel,1.0,1592
32228,740.0,2011,a4,station wagon,manual,120,125000,diesel,audi,0.0,12285
9412,690.0,2005,z_reihe,convertible,manual,170,150000,gasoline,bmw,0.0,9099
99116,80.0,1997,5er,limousine,,0,150000,gasoline,bmw,0.0,1046
83274,190.0,2001,a6,limousine,auto,179,150000,diesel,audi,0.0,1810
11507,2210.0,2014,golf,limousine,manual,184,50000,diesel,volkswagen,0.0,22613
82804,,1996,polo,small car,manual,75,150000,gasoline,volkswagen,1.0,455
15953,370.0,2003,sharan,bus,auto,116,150000,diesel,volkswagen,,4004
99233,80.0,1995,astra,other,manual,75,150000,gasoline,opel,0.0,591
73874,720.0,2000,tt,convertible,manual,224,150000,gasoline,audi,0.0,6042
70696,270.0,2000,tt,coupé,manual,179,150000,gasoline,audi,0.0,3594
76811,530.0,2012,octavia,station wagon,manual,105,150000,diesel,skoda,,8144
27119,70.0,2005,scenic,,manual,0,150000,gasoline,renault,,909
27101,160.0,2004,clio,small car,manual,58,125000,gasoline,renault,0.0,1819
65734,150.0,1996,a6,limousine,manual,101,150000,gasoline,audi,0.0,1638
30625,80.0,2003,andere,bus,manual,136,150000,diesel,mazda,0.0,1365
47324,680.0,2012,golf,limousine,manual,105,125000,diesel,volkswagen,0.0,9463
54946,60.0,2002,almera,small car,manual,90,150000,gasoline,nissan,0.0,1228
86149,400.0,2005,a6,limousine,auto,224,150000,diesel,audi,0.0,8144
20446,330.0,2003,outlander,,manual,160,150000,liquefied petroleum gas,mitsubishi,1.0,2912
78201,110.0,1999,carisma,limousine,manual,125,150000,gasoline,mitsubishi,1.0,728
92417,80.0,1991,fiesta,small car,manual,50,60000,gasoline,ford,0.0,1137
75446,340.0,2010,punto,small car,manual,77,90000,gasoline,fiat,0.0,5096
